School,SchlID,last_reported_type,inferred_type,Enrollment,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,elementary_enrollment,elementary_middle_enrollment,middle_enrollment,high_enrollment,elementary_pct,elementary_middle_pct,middle_pct,high_pct,has_grade78,has_lower_elem,has_high_grades,inferred_grade_type,final_type,final_type_note
KANAWHA CITY ELEMENTARY SCHOOL,039235,Elementary,elementary,279.25,48.0625,37.125,37.8125,37.4375,39,39.9375,39.875,0,0,0,0,0,0,0,279.25,279.25,39.875,0,1,1,0.1427931960608773,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
KENNA ELEMENTARY SCHOOL,039237,Elementary,elementary,180.375,20.4375,24.9375,25.5,25.8125,27.5625,27.875,28.25,0,0,0,0,0,0,0,180.375,180.375,28.25,0,1,1,0.1566181566181566,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
LAKEWOOD ELEMENTARY SCHOOL,039239,Elementary,elementary,277.9375,32.0625,36.4375,39.6875,40.0625,43.25,43,43.4375,0,0,0,0,0,0,0,277.9375,277.9375,43.4375,0,1,1,0.1562851360467731,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MALDEN ELEMENTARY SCHOOL,039241,Elementary,elementary,200.6875,31.25,27.3125,28.75,29.5625,27.6875,27.75,28.375,0,0,0,0,0,0,0,200.6875,200.6875,28.375,0,1,1,0.1413889753970725,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MARMET ELEMENTARY SCHOOL,039242,Elementary,elementary,141.35714285714286,13.785714285714286,21.714285714285715,21.714285714285715,21.5,21.142857142857142,20.071428571428573,21.428571428571427,0,0,0,0,0,0,0,141.35714285714286,141.35714285714286,21.428571428571427,0,1,1,0.1515917129863567,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MARY INGLES ELEMENTARY SCHOOL,039243,Elementary,elementary,166.375,19.375,24.5,24.3125,24.0625,24.3125,23.9375,25.875,0,0,0,0,0,0,0,166.375,166.375,25.875,0,1,1,0.1555221637866266,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MIDLAND TRAIL ELEMENTARY SCHOOL,039244,Elementary,elementary,202.5,18.1875,29.5625,30.1875,30.6875,31.625,31.4375,30.8125,0,0,0,0,0,0,0,202.5,202.5,30.8125,0,1,1,0.1521604938271605,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MONTROSE ELEMENTARY SCHOOL,039246,Elementary,elementary,259.5625,12,38.9375,39.9375,40.375,41.5625,43.125,43.625,0,0,0,0,0,0,0,259.5625,259.5625,43.625,0,1,1,0.1680712737779918,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
NITRO ELEMENTARY SCHOOL,039248,Elementary,elementary,385,61.9375,55.125,53.6875,51.6875,54.875,54.5,53.1875,0,0,0,0,0,0,0,385,385,53.1875,0,1,1,0.1381493506493506,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
OVERBROOK ELEMENTARY SCHOOL,039250,Elementary,elementary,400.8125,18.8125,60.25,62.375,62.5,64.125,64.875,67.875,0,0,0,0,0,0,0,400.8125,400.8125,67.875,0,1,1,0.1693435209730235,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PINCH ELEMENTARY SCHOOL,039253,Elementary,elementary,344.8125,16.75,52.5,54.1875,54.8125,54.125,55.375,57.0625,0,0,0,0,0,0,0,344.8125,344.8125,57.0625,0,1,1,0.1654884901214428,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
POINT HARMONY ELEMENTARY SCHOOL,039254,Elementary,elementary,542.4375,11.375,87.625,87.5,87.5625,89.1875,89.4375,89.75,0,0,0,0,0,0,0,542.4375,542.4375,89.75,0,1,1,0.1654568498674962,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PRATT ELEMENTARY SCHOOL,039255,Elementary,elementary,212.3125,22.0625,30.4375,31.9375,31.5,30.75,32.125,33.5,0,0,0,0,0,0,0,212.3125,212.3125,33.5,0,1,1,0.1577862820135413,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RICHMOND ELEMENTARY SCHOOL,039257,Elementary,elementary,250.0625,29.875,38,36.875,36.5625,36.1875,36.875,35.6875,0,0,0,0,0,0,0,250.0625,250.0625,35.6875,0,1,1,0.1427143214196451,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
J E ROBINS ELEMENTARY SCHOOL,039258,,elementary,232,19.75,35.75,36,34.5,35.75,35,35.25,0,0,0,0,0,0,0,232,232,35.25,0,1,1,0.1519396551724137,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
RUFFNER ELEMENTARY SCHOOL,039260,Elementary,elementary,303.9375,24.3125,47.375,48.25,46.8125,46.8125,45.25,45.125,0,0,0,0,0,0,0,303.9375,303.9375,45.125,0,1,1,0.1484680238535883,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RUTHLAWN ELEMENTARY SCHOOL,039261,Elementary,elementary,257.3125,27.1875,38.0625,40.625,37.5,37.6875,37.4375,38.8125,0,0,0,0,0,0,0,257.3125,257.3125,38.8125,0,1,1,0.1508379888268156,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SHARON DAWES ELEMENTARY SCHOOL,039262,Elementary,elementary,171.1875,16.6875,25.5625,25.6875,25.8125,25.625,25.8125,26,0,0,0,0,0,0,0,171.1875,171.1875,26,0,1,1,0.1518802482657904,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SHOALS ELEMENTARY SCHOOL,039263,Elementary,elementary,227.8125,19.0625,32.9375,35.125,34.75,34.75,35.375,35.8125,0,0,0,0,0,0,0,227.8125,227.8125,35.8125,0,1,1,0.1572016460905349,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SISSONVILLE ELEMENTARY SCHOOL,039264,Elementary,elementary,252.6875,56.5,40.875,40.5625,38.5625,37.6875,38.5,0,0,0,0,0,0,0,0,252.6875,252.6875,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WATTS ELEMENTARY SCHOOL,039274,,elementary,195,50,24,22.75,26.25,24.5,23.5,24,0,0,0,0,0,0,0,195,195,24,0,1,1,0.123076923,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
WEBERWOOD ELEMENTARY SCHOOL,039275,Elementary,elementary,254.5625,18.3125,39.125,38.0625,38.25,39.375,41.125,40.3125,0,0,0,0,0,0,0,254.5625,254.5625,40.3125,0,1,1,0.1583599312546035,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GEORGE C. WEIMER ELEMENTARY SCHOOL,039276,Elementary,elementary,163.85714285714286,33.07142857142857,22.857142857142858,21.642857142857142,20.285714285714285,21.928571428571427,21.928571428571427,22.142857142857142,0,0,0,0,0,0,0,163.85714285714286,163.85714285714286,22.142857142857142,0,1,1,0.1351351351351351,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SHAWNEE COMMUNITY CENTER,039278,Primary,,42.21428571428572,42.21428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,42.21428571428572,42.21428571428572,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
ELK ELEMENTARY CENTER,039279,Elementary,elementary,531.6875,70.5,72.9375,78,75.3125,76.4375,78.25,80.25,0,0,0,0,0,0,0,531.6875,531.6875,80.25,0,1,1,0.1509345245092277,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
BRIDGEVIEW ELEMENTARY SCHOOL,039280,Elementary,elementary,443.5,37.5625,63.75,67.5625,67.4375,67.5,69.25,70.4375,0,0,0,0,0,0,0,443.5,443.5,70.4375,0,1,1,0.1588218714768884,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PIEDMONT YEAR-ROUND EDUCATION,039282,Elementary,,330.625,55.0625,52.9375,47.875,46,43.875,43.3125,41.5625,0,0,0,0,0,0,0,330.625,330.625,41.5625,0,1,1,0.1257088846880907,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
DUNBAR INTERMEDIATE CENTER,039283,Elementary,middle,286.1875,17.0625,0,0,0,88.5,89.25,91.375,0,0,0,0,0,0,0,286.1875,286.1875,91.375,0,1,1,0.3192836863944092,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
MARY C. SNOW WEST SIDE ELEMENTARY,039284,Elementary,elementary,410.625,39.875,63.375,67.125,64.125,62.875,57.875,55.375,0,0,0,0,0,0,0,410.625,410.625,55.375,0,1,1,0.134855403,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
EDGEWOOD ELEMENTARY,039285,Elementary,elementary,413.5833333333333,69.16666666666667,55.25,59.16666666666666,56.333333333333336,57.66666666666666,58.083333333333336,57.91666666666666,0,0,0,0,0,0,0,413.5833333333333,413.5833333333333,57.91666666666666,0,1,1,0.1400362683860568,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GRANDVIEW ANNEX,039286,Primary,,15.5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,15.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
JOHN ADAMS MIDDLE SCHOOL,039401,Middle,middle,753.5,0,0,0,0,0,0,0,250.4375,253.6875,249.375,0,0,0,0,250.4375,753.5,753.5,0,0.3323656270736562,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
ANDREW JACKSON MIDDLE SCHOOL,039402,Middle,middle,581.875,0,0,0,0,0,0,0,193.75,194.375,193.75,0,0,0,0,193.75,581.875,581.875,0,0.3329752953813104,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
CEDAR GROVE MIDDLE SCHOOL,039403,Middle,middle,170.08333333333334,0,0,0,0,0,0,0,55.25,57.333333333333336,57.5,0,0,0,0,55.25,170.08333333333334,170.08333333333334,0,0.3248407643312102,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
DUNBAR MIDDLE SCHOOL,039405,Middle,middle,367.3125,0,0,0,0,0,0,0,123.6875,122,121.625,0,0,0,0,123.6875,367.3125,367.3125,0,0.3367364301514378,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
DU PONT MIDDLE SCHOOL,039406,Middle,middle,380.125,0,0,0,0,0,0,0,123.75,127.0625,129.3125,0,0,0,0,123.75,380.125,380.125,0,0.3255508056560342,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
EAST BANK MIDDLE SCHOOL,039407,Middle,middle,356.06666666666666,0,0,0,0,0,0,0,115.6,120.33333333333331,120.13333333333334,0,0,0,0,115.6,356.06666666666666,356.06666666666666,0,0.3246583036884478,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
ELKVIEW MIDDLE SCHOOL,039408,Middle,middle,652.8125,0,0,0,0,0,0,0,215.4375,217.9375,219.4375,0,0,0,0,215.4375,652.8125,652.8125,0,0.330014361,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
HAYES MIDDLE SCHOOL,039409,Middle,middle,479.875,0,0,0,0,0,0,0,159.5625,159.1875,161.125,0,0,0,0,159.5625,479.875,479.875,0,0.3325084657462881,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
HORACE MANN MIDDLE SCHOOL,039410,Middle,middle,461.3125,0,0,0,0,0,0,0,154.5,152.375,154.4375,0,0,0,0,154.5,461.3125,461.3125,0,0.3349139682969787,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
MCKINLEY MIDDLE SCHOOL,039413,Middle,middle,336,0,0,0,0,0,0,0,112.33333333333331,113.53333333333332,110.13333333333334,0,0,0,0,112.33333333333331,336,336,0,0.3343253968253968,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SISSONVILLE MIDDLE SCHOOL,039417,Middle,middle,595.625,0,0,0,0,0,0,141.0625,150.6875,152.5,151.375,0,0,0,0,291.75,595.625,595.625,0,0.4898216159496327,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SOUTH CHARLESTON MIDDLE SCHOOL,039418,Middle,middle,374.875,0,0,0,0,0,0,0,125.1875,125,124.6875,0,0,0,0,125.1875,374.875,374.875,0,0.333944648,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
STONEWALL JACKSON MIDDLE SCHOOL,039421,Middle,middle,455.625,0,0,0,0,0,0,0,151.5625,150.3125,153.75,0,0,0,0,151.5625,455.625,455.625,0,0.3326474622770919,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
TYLER MIDDLE SCHOOL,039501,,middle,68,0,0,0,0,0,0,0,9,25.5,33.5,0,0,0,0,9,68,68,0,0.1323529411764706,1,1,0,TRUE,FALSE,FALSE,middle,middle,no last_reported_type; inferred_grade_type=middle (name: middle)
GEORGE WASHINGTON HIGH SCHOOL,039506,Secondary,high,1129.625,0,0,0,0,0,0,0,0,0,0,304.0625,285,274.4375,266.125,0,0,0,1129.625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
HERBERT HOOVER HIGH SCHOOL,039507,Secondary,high,770.3125,0,0,0,0,0,0,0,0,0,0,244.625,188.25,167.5,169.9375,0,0,0,770.3125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
NITRO HIGH SCHOOL,039508,Secondary,high,789,0,0,0,0,0,0,0,0,0,0,231.6875,195.9375,179.3125,182.0625,0,0,0,789,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
SAINT ALBANS HIGH SCHOOL,039509,Secondary,high,1005.8125,0,0,0,0,0,0,0,0,0,0,313.0625,251.0625,214.625,227.0625,0,0,0,1005.8125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
SISSONVILLE HIGH SCHOOL,039510,Secondary,high,599.6875,0,0,0,0,0,0,0,0,0,0,167.6875,149.875,143.125,139,0,0,0,599.6875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
SOUTH CHARLESTON HIGH SCHOOL,039511,Secondary,high,954.6875,0,0,0,0,0,0,0,0,0,0,296.6875,236.625,214.375,207,0,0,0,954.6875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
CAPITAL HIGH SCHOOL,039513,Secondary,high,1196.6875,2.8125,0,0,0,0,0,0,0,0,0,353.625,326.125,272.6875,241.4375,2.8125,2.8125,0,1193.875,0.002350238,0.002350238,0,0.9976497623648614,FALSE,TRUE,TRUE,high,high,last_reported=Secondary
RIVERSIDE HIGH SCHOOL,039514,Secondary,high,1181.4375,0,0,0,0,0,0,0,0,0,0,366.0625,297.25,265.25,252.875,0,0,0,1181.4375,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
CHANDLER ACADEMY,039599,Alternative,alternative,172.8125,0,0,0.25,0.3125,0.3125,0.9375,1.0625,3.6875,13.875,18.625,38.0625,27.1875,27.5,41,6.5625,39.0625,37.25,133.75,0.037974684,0.2260397830018083,0.2155515370705244,0.7739602169981917,TRUE,TRUE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
BEN FRANKLIN VOCATIONAL CENTER,039701,,,12,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,12,0,0,0,1,FALSE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: nan)
ALUM BRIDGE ELEMENTARY SCHOOL,041201,,elementary,96.8,12.4,17.8,16.2,16.6,16.8,17,0,0,0,0,0,0,0,0,96.8,96.8,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
LEADING CREEK ELEMENTARY,041202,Elementary,elementary,139.0909090909091,15.545454545454543,18.63636363636364,19.454545454545453,19.90909090909091,18.818181818181817,19.545454545454547,17.90909090909091,9.272727272727272,0,0,0,0,0,0,139.0909090909091,139.0909090909091,27.181818181818183,0,1,1,0.1954248366013072,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ROANOKE ELEMENTARY SCHOOL,041205,Elementary,elementary,156.4375,18.4375,26.1875,26.75,26.625,26.5,26.1875,5.75,0,0,0,0,0,0,0,156.4375,156.4375,5.75,0,1,1,0.036755893,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PETERSON-CENTRAL ELEMENTARY SCHOOL,041207,Elementary,elementary,472.125,71.4375,77.5625,77,76.375,78.75,77.9375,13.0625,0,0,0,0,0,0,0,472.125,472.125,13.0625,0,1,1,0.027667461,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
JANE LEW ELEMENTARY SCHOOL,041208,Elementary,elementary,314.625,36.25,54.3125,53.5,53.25,53.8125,55.375,8.125,0,0,0,0,0,0,0,314.625,314.625,8.125,0,1,1,0.025824394,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ROBERT L. BLAND MIDDLE SCHOOL,041301,Middle,middle,687.4375,0,0,0,0,0,0,143.9375,176.6875,183.25,183.5625,0,0,0,0,320.625,687.4375,687.4375,0,0.4664060369124466,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
LEWIS COUNTY HIGH SCHOOL,041501,Secondary,high,734.8125,0,0,0,0,0,0,0,0,0,0.0625,201,189.625,174.6875,169.4375,0,0.0625,0.0625,734.75,0,8.505571149102662e-05,8.505571149102662e-05,0.999914944,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
DUVAL PK-8,043101,Middle,elementary + middle,469.5,24.5,33.375,32.6875,34,34.5625,36.9375,39.1875,78.625,78.3125,77.3125,0,0,0,0,313.875,469.5,273.4375,0,0.6685303514376997,1,0.5824014909478168,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
HAMLIN PK-8,043102,Middle,elementary + middle,494,42.125,49.0625,48.1875,47.5,48.875,49.1875,50.5,52.375,54.3125,51.875,0,0,0,0,387.8125,494,209.0625,0,0.7850455465587044,1,0.4232034412955465,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
HARTS PK-08,043103,Middle,elementary + middle,366.8571428571428,30.642857142857142,41.07142857142857,37.285714285714285,35.57142857142857,35.92857142857143,36.285714285714285,36.07142857142857,38.142857142857146,37.85714285714285,38,0,0,0,0,291,366.8571428571428,150.07142857142856,0,0.7932242990654206,1,0.4090732087227414,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
MIDWAY ELEMENTARY SCHOOL,043212,Elementary,elementary,281.9375,34.1875,43.0625,42.8125,42.5,41.375,39.4375,38.375,0.1875,0,0,0,0,0,0,281.9375,281.9375,38.5625,0,1,1,0.1367767679006872,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RANGER ELEMENTARY,043214,Elementary,elementary,110.07142857142856,11.857142857142858,15.571428571428571,17.071428571428573,16.285714285714285,16.857142857142858,16.5,15.928571428571429,0,0,0,0,0,0,0,110.07142857142856,110.07142857142856,15.928571428571429,0,1,1,0.1447112264763141,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WEST HAMLIN ELEMENTARY,043215,Elementary,elementary,492,66.0625,76.875,71.5625,71.75,69.25,68.75,67.75,0,0,0,0,0,0,0,492,492,67.75,0,1,1,0.1377032520325203,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
HARTS PRIMARY,043217,,elementary,257,44.5,48.5,33,42,49.5,39.5,0,0,0,0,0,0,0,0,257,257,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
GUYAN VALLEY MIDDLE,043301,Middle,middle,249.75,0,0,0,0,0,0,0,83.8125,82.875,83.0625,0,0,0,0,83.8125,249.75,249.75,0,0.3355855855855856,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
HARTS INTERMEDIATE,043302,,middle,167,0,0,0,0,0,0,41.5,43.5,43.5,38.5,0,0,0,0,85,167,167,0,0.5089820359281437,1,1,0,TRUE,FALSE,FALSE,middle,middle,no last_reported_type; inferred_grade_type=middle (name: middle)
LINCOLN COUNTY HIGH SCHOOL,043506,Secondary,high,864.5625,0,0,0,0,0,0,0,0,0,0,263.875,224.25,187.5625,188.875,0,0,0,864.5625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
OMAR ELEMENTARY,045101,Elementary,elementary,175.5,22.5625,31.8125,30,30.625,30.0625,30.4375,0,0,0,0,0,0,0,0,175.5,175.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MAN MIDDLE SCHOOL,045103,Middle,middle,404.5,0,0,0,0,0,0,100.625,101.125,100.875,101.875,0,0,0,0,201.75,404.5,404.5,0,0.4987639060568603,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
BUFFALO ELEMENTARY SCHOOL,045203,Elementary,elementary,210.625,27.5625,39.375,38.25,38.125,38.0625,29.25,0,0,0,0,0,0,0,0,210.625,210.625,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
CHAPMANVILLE EAST ELEMENTARY SCHOOL,045204,,elementary,318.25,37.125,53.125,57.375,55.25,56.75,58.625,0,0,0,0,0,0,0,0,318.25,318.25,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
HOLDEN CENTRAL ELEMENTARY SCHOOL,045209,Elementary,elementary,186.1875,22.375,31.875,33.6875,31.875,32.625,33.75,0,0,0,0,0,0,0,0,186.1875,186.1875,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
HUGH DINGESS ELEMENTARY SCHOOL,045210,Elementary,elementary,103.4375,13.8125,17.5,17.625,18.5625,17.4375,18.5,0,0,0,0,0,0,0,0,103.4375,103.4375,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
JUSTICE ELEMENTARY SCHOOL,045211,Elementary,elementary,113.25,15.125,19.375,21.125,19.6875,19.875,18.0625,0,0,0,0,0,0,0,0,113.25,113.25,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
LOGAN ELEMENTARY SCHOOL,045213,Elementary,elementary,290.25,33,49.5,50.8125,52,51.75,53.1875,0,0,0,0,0,0,0,0,290.25,290.25,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SOUTH MAN ELEMENTARY SCHOOL,045217,Elementary,elementary,125.8125,34.6875,20.0625,18.75,18.875,18.6875,14.75,0,0,0,0,0,0,0,0,125.8125,125.8125,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
VERDUNVILLE ELEMENTARY SCHOOL,045221,Elementary,elementary,123.625,17.25,21.1875,20.3125,21.75,21.75,21.375,0,0,0,0,0,0,0,0,123.625,123.625,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WEST CHAPMANVILLE ELEMENTARY SCHOOL,045222,,elementary,423.5,54.5,73.5,74.875,73.375,73.875,73.375,0,0,0,0,0,0,0,0,423.5,423.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MAN ELEMENTARY SCHOOL,045227,Elementary,elementary,234.6875,21.1875,37.6875,38.625,40.375,41.25,55.5625,0,0,0,0,0,0,0,0,234.6875,234.6875,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
CHAPMANVILLE PRIMARY SCHOOL,045228,Primary,elementary,263.75,69.25,92.875,101.625,0,0,0,0,0,0,0,0,0,0,0,263.75,263.75,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
CHAPMANVILLE INTERMEDIATE SCHOOL,045229,Elementary,middle,309.75,0,0,0,100.125,103.25,106.375,0,0,0,0,0,0,0,0,309.75,309.75,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
LOGAN MIDDLE SCHOOL,045301,Middle,middle,641.1875,0,0,0,0,0,0,155.8125,157.75,161.9375,165.6875,0,0,0,0,313.5625,641.1875,641.1875,0,0.4890340189102252,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
CHAPMANVILLE MIDDLE SCHOOL,045405,Middle,middle,565.5,0,0,0,0,0,0,138.1875,140.25,142.375,144.6875,0,0,0,0,278.4375,565.5,565.5,0,0.4923740053050398,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
CHAPMANVILLE REGIONAL HIGH SCHOOL,045501,Secondary,high,696.1875,0,0,0,0,0,0,0,0,0,0,184.8125,181.5,167.375,162.5,0,0,0,696.1875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
LOGAN SENIOR HIGH SCHOOL,045502,Secondary,high,675.8125,0,0,0,0,0,0,0,0,0,0,177.625,177.1875,163.0625,157.9375,0,0,0,675.8125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MAN SENIOR HIGH SCHOOL,045503,Secondary,high,398.125,0,0,0,0,0,0,0,0,0,0,108.8125,104.5,95.6875,89.125,0,0,0,398.125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
BARRACKVILLE ELEMENTARY/MIDDLE SCHOOL,047101,Middle,elementary + middle,354.75,16.9375,34.5625,35.375,37.1875,38.5,39.0625,40.0625,38.875,37.3125,36.875,0,0,0,0,280.5625,354.75,153.125,0,0.7908738548273432,1,0.4316420014094432,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
RIVESVILLE ELEMENTARY/MIDDLE SCHOOL,047102,Middle,elementary + middle,343.875,36.8125,35.75,35,34.9375,34.6875,34.9375,33.6875,33.5625,33.125,31.375,0,0,0,0,279.375,343.875,131.75,0,0.8124318429661941,1,0.3831334060341694,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
EAST DALE ELEMENTARY SCHOOL,047205,Elementary,elementary,488.9375,59.1875,74.25,75.9375,76.25,78.6875,79.375,22.5,22.75,0,0,0,0,0,0,488.9375,488.9375,45.25,0,1,1,0.092547616,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
